Term,IDF
никсон,2.0
никсоном,2.0
никто,1.0
никуда,2.0
никшич,2.0
нил,1.221849
нильс,2.0
нильсный,1.522879
нимания,2.0
нимаять,2.0
нина,1.39794
ниндзё,2.0
ниневий,1.69897
ниокр,2.0
ниос,1.69897
нип,1.69897
ниса,2.0
нисан,1.69897
нисановый,2.0
ниск,2.0
нист,2.0
нистром,2.0
нисхождение,2.0
нисё,2.0
нит,2.0
нительный,1.69897
нитрат,2.0
нить,1.522879
ницца,1.69897
ницше,2.0
ничего,1.69897
ничество,2.0
ничто,1.39794
ничтожество,2.0
ничтожный,1.69897
ниша,1.522879
нишапур,2.0
нишапури,2.0
нишевый,2.0
нишский,2.0
ништадтский,1.69897
нищета,2.0
ния,2.0
нияз,2.0
нквд,2.0
нкп,2.0
нкрум,1.69897
нкт,1.69897
нкц,2.0
нкции,2.0
нлк,2.0
нло,1.39794
ннеди,2.0
нной,2.0
нный,2.0
ноа,2.0
нобелевский,0.823909
ноборо,2.0
нобухико,1.69897
нов,2.0
новак,1.69897
новакович,2.0
новата,2.0
новатечь,2.0
новатэк,2.0
новгород,1.39794
новгородский,1.221849
новгородско,1.522879
новейшеевремя,2.0
новелла,2.0
новембра,2.0
новеть,2.0
новизна,2.0
новиков,2.0
новикомбанк,2.0
новинский,2.0
новинський,2.0
новиться,2.0
новицкий,1.154902
новичковзадача,2.0
новичок,1.39794
новка,2.0
новный,2.0
новоарамейский,2.0
новобобровский,2.0
новоболгарский,2.0
новобранец,2.0
нововведение,1.221849
нововоронежский,2.0
новог,2.0
новогеоргиевск,2.0
новогодний,1.221849
новодвинск,1.69897
новодевичий,2.0
новоевремя,2.0
новозеландец,2.0
новозеландский,1.221849
новоизбранный,2.0
новоиранский,2.0
новолуние,2.0
новопазарский,2.0
новоперсидский,2.0
новорождённый,1.522879
новороссийск,1.221849
новороссийский,1.522879
новосельцев,1.69897
новосибирск,1.522879
новосибирский,1.69897
новостной,1.154902
новостройка,2.0
новость,0.585027
новотранс,2.0
новоюлианский,1.69897
новшество,1.30103
новываться,2.0
новый,0.075721
новь,1.30103
нога,1.30103
ногаец,2.0
ноев,2.0
нож,1.39794
ножной,2.0
ноздря,2.0
ной,1.69897
нойринг,2.0
нойс,1.69897
нокаут,2.0
нокорый,1.69897
ноль,1.69897
ном,2.0
номенклатура,1.69897
номер,0.657577
номерной,2.0
номик,2.0
номинал,1.522879
номинально,2.0
номинальный,1.221849
номинант,1.69897
номинация,1.39794
номинировать,2.0
нона,1.69897
ноп,1.69897
нора,1.69897
норв,2.0
норвегия,0.886057
норвежский,0.356547
норгэя,1.69897
нордхаген,2.0
норисигэ,2.0
норкин,1.69897
норма,0.638272
нормализация,1.30103
нормаль,2.0
нормально,1.69897
нормальный,1.09691
норман,1.522879
норманби,2.0
нормандия,1.69897
нормандский,2.0
норманн,2.0
норматив,1.69897
нормативный,1.30103
нормыповедение,1.69897
норникель,2.0
норовой,2.0
норт,1.522879
норткот,2.0
нортумберлендский,2.0
нортхилл,2.0
норфолк,1.522879
нос,1.221849
носаван,1.69897
носик,2.0
носитель,0.853872
носить,0.823909
носиться,1.69897
носков,1.69897
носов,1.39794
носовой,1.69897
носок,1.522879
носорог,1.69897
ность,2.0
нота,1.30103
нотариальный,1.69897
нотариус,2.0
нотация,1.69897
нотон,1.522879
нотоцеркус,2.0
нотур,2.0
ноу,2.0
ноуруз,2.0
ноутбук,2.0
ночной,1.0
ночь,0.769551
ночью,1.221849
ношение,1.39794
ноэль,1.69897
ноябнуть,1.522879
ноябрь,0.124939
ноябрьский,2.0
ноябряумереть,1.522879
нпбалаклава,2.0
нпз,2.0
нпк,2.0
нпо,2.0
нпп,1.69897
нпр,2.0
нрав,1.69897
нравиться,1.221849
нравственный,1.69897
нрб,2.0
нрв,1.69897
нрд,2.0
нскай,2.0
нспк,2.0
нсрс,1.69897
нта,1.69897
нтв,1.221849
нтз,1.69897
нтс,1.69897
нув,1.69897
нуджаба,2.0
нудлинга,2.0
нудра,2.0
нужда,1.154902
нуждаться,1.154902
нужно,0.657577
нужный,0.79588
нукаба,2.0
нукак,2.0
нуклеотидный,2.0
нулама,2.0
нулевой,1.39794
нуль,1.09691
нум,2.0
нумерация,1.30103
нумероваться,2.0
нумизматика,1.69897
нур,1.522879
нургалиев,2.0
нурить,2.0
нурсултан,2.0
нусантра,1.522879
нуся,1.69897
нуха,1.69897
нуэльяр,2.0
ную,2.0
нфл,2.0
нхл,2.0
нцн,1.69897
ные,2.0
ный,1.69897
ным,2.0
ныне,0.657577
нынешний,0.744727
нырок,1.69897
ных,2.0
ньег,1.69897
ньерер,2.0
нью,0.638272
ньюкомба,1.69897
ньюленд,1.522879
ньюпора,1.69897
ньюс,1.522879
ньюсуик,2.0
ньюсфронт,2.0
ньютон,1.522879
ньюфаундленд,1.522879
ньюэма,2.0
ньясаленд,1.69897
нэв,2.0
нэйчурал,2.0
нэнс,2.0
нэнси,2.0
нэпервилль,2.0
нэстурель,2.0
нэшнл,2.0
нюрнберг,1.522879
нюрнбергский,1.69897
нягий,2.0
нямецкий,2.0
нёкий,2.0
о,1.154902
оае,2.0
оазис,2.0
оазисамерика,2.0
оан,2.0
оао,1.69897
оар,2.0
оаэ,1.09691
оба,0.508638
обама,1.30103
обар,2.0
обвал,2.0
обвалиться,2.0
обвальный,1.69897
обвенчаться,2.0
обвести,1.69897
обвивать,2.0
обвинение,0.744727
обвинитель,2.0
обвинить,0.886057
обвинять,0.886057
обвиняться,1.39794
обводный,2.0
обвязать,2.0
обгонять,2.0
обдумать,1.69897
обдумывание,2.0
обдумывать,2.0
обед,1.69897
обезбедить,2.0
обезвреживание,2.0
обезглавливание,1.69897
обездоленность,2.0
обездолить,2.0
обезопасить,1.69897
обезьяна,1.69897
обен,2.0
обер,1.30103
оберегать,2.0
обернуться,1.522879
оберон,1.30103
оберхаузный,1.69897
обескураживать,2.0
обесп,1.69897
обеспечение,0.60206
обеспечениеглавный,2.0
обеспечениелицензия,2.0
обеспечениескрыть,2.0
обеспечениялицензия,2.0
обеспеченияпроцесс,2.0
обеспечивать,0.69897
обеспечиваться,1.522879
обеспечить,0.853872
обеспокоенность,1.69897
обеспокоить,1.69897
обессилить,2.0
обесценивание,1.522879
обесценивать,2.0
обесцениться,1.522879
обещание,1.30103
обещать,1.09691
обзавестись,2.0
обзаводиться,2.0
обзира,2.0
обзор,0.769551
обзорный,2.0
обилие,1.69897
обитаемость,2.0
обитание,1.522879
обитатель,2.0
обитать,1.30103
обитель,1.69897
обиход,2.0
обичный,2.0
обичня,2.0
облагать,2.0
облагораживание,2.0
обладание,1.522879
обладатель,1.09691
обладательница,1.221849
обладать,0.60206
облако,1.522879
обласа,1.69897
областной,1.39794
область,0.267606
облачность,2.0
облачный,1.69897
облгазета,1.69897
облегчать,1.69897
облегчаться,2.0
облегчение,1.39794
облегчить,1.39794
облекаться,1.69897
облететь,1.39794
облигационер,2.0
облигация,2.0
облик,1.221849
обложить,1.522879
обложка,1.39794
обломок,1.39794
облюбование,2.0
облёт,2.0
обман,1.30103
обманный,2.0
обмануть,1.522879
обмедить,2.0
обмеженний,2.0
обмеженнь,2.0
обмежить,2.0
обмен,0.769551
обмениваться,1.39794
обменяться,1.522879
обмёжить,2.0
обнадёживать,1.69897
обнажаться,2.0
обнародование,2.0
обнародовать,0.920819
обнаружение,1.39794
обнаруживать,1.39794
обнаружить,0.638272
обнаружиться,1.39794
обнести,2.0
обнинск,2.0
обновить,0.853872
обновление,0.79588
обновлениезадача,2.0
обновлениявикипедия,1.69897
обновлять,2.0
обносов,2.0
обобщать,1.39794
обобщение,1.522879
обобщённый,1.09691
обогатить,2.0
обогащать,1.522879
обогащаться,2.0
обогащение,2.0
обогнать,2.0
обогнуть,2.0
обогрев,2.0
обоз,1.69897
обозначать,0.886057
обозначаться,1.154902
обозначение,0.744727
обозначить,1.09691
обозначть,1.522879
обозреватель,1.69897
обозрение,1.30103
обозримый,2.0
обойти,1.221849
обойтись,1.69897
оболочка,1.69897
оборачиваться,2.0
оборванный,1.69897
оборона,0.522879
оборонительный,1.39794
оборонка,2.0
оборонлогистика,2.0
оборонный,1.154902
обороноспособность,1.522879
оборонпром,2.0
оборонять,1.69897
обороняться,1.522879
оборот,0.958607
оборотень,2.0
оборотный,1.522879
оборудование,0.853872
оборудовать,1.39794
обоснование,2.0
обоснованность,2.0
обоснованный,1.221849
обосновать,1.69897
обосноваться,2.0
обосновывать,1.522879
обособленный,1.69897
обострение,1.221849
обострить,1.69897
обостриться,1.30103
обостряться,2.0
обоюдный,1.522879
обра,2.0
обрабатывать,1.0
обрабатываться,1.30103
обработать,1.39794
обработка,0.79588
обработчик,1.69897
обрада,2.0
образ,0.327902
образец,0.886057
образный,2.0
образование,0.327902
образовательный,0.79588
образовать,0.468521
образоваться,0.853872
образовываться,2.0
образовый,1.69897
образумиться,2.0
обрамить,1.154902
обратио,2.0
обратить,0.886057
обратиться,0.721246
обратно,1.154902
обратный,0.79588
обращать,1.522879
обращаться,0.886057
обращение,0.091515
обрезать,2.0
обрекать,2.0
обременить,2.0
обренович,1.69897
обрести,1.0
обретать,1.69897
обретение,1.69897
обречь,1.69897
обрнут,2.0
обрубить,2.0
обруч,2.0
обрушение,1.522879
обрушивать,2.0
обрушиться,1.30103
обрыв,2.0
обрывок,2.0
обряд,1.221849
обс,1.69897
обсе,1.522879
обсерватория,1.30103
обследование,2.0
обслуживание,1.0
обслуживать,1.39794
обслуживаться,1.69897
обслуживающий,1.69897
обст,2.0
обстановка,1.154902
обстоятельно,2.0
обстоятельный,2.0
обстоятельство,0.69897
обстрел,1.221849
обстреливать,1.69897
обстреливаться,1.69897
обстрелять,1.30103
обсудить,1.39794
обсуждать,1.221849
обсуждаться,1.09691
обсуждение,0.619789
обтекаемый,2.0
обувной,2.0
обувь,1.69897
обуздание,2.0
обуздать,2.0
обуславливать,2.0
обусловить,0.79588
обустройство,2.0
обух,2.0
обуховский,1.69897
обучать,1.221849
обучаться,1.221849
обучение,0.721246
обход,1.522879
обходить,1.69897
обходиться,1.522879
обширный,0.823909
общаться,1.69897
общебоснийский,1.69897
общевоинский,2.0
общевойсковой,1.69897
общегерманский,2.0
общедоступный,1.69897
общеевропейский,1.39794
общежитие,2.0
общеизвестно,2.0
общеисламский,2.0
общемировой,1.522879
общенациональный,1.30103
общение,1.0
общеобразовательный,2.0
общепланетарный,2.0
общепонятный,2.0
общепризнанный,1.522879
общепризнать,2.0
общепринятый,1.30103
общепролетарский,1.69897
общереспубликанский,2.0
общероссийский,1.522879
общесословный,2.0
общесоюзный,1.221849
общественно,1.154902
общественность,1.522879
общественный,0.408935
общество,0.376751
обществоведение,2.0
общеупотребительный,1.522879
общецерковный,1.69897
общечеловеческий,1.69897
общеязыковой,1.522879
общий,0.283997
община,0.721246
общинник,2.0
общность,1.09691
объединение,0.619789
объединить,0.481486
объединиться,1.09691
объединять,1.0
объединяться,1.30103
объездной,1.69897
объект,0.443697
объективно,1.69897
объективность,2.0
объективный,1.30103
объектный,1.09691
объести,2.0
объявить,0.346787
объявление,0.853872
объявлять,1.221849
объявляться,1.09691
объяснение,1.09691
объяснить,1.154902
объяснять,1.221849
объясняться,1.154902
объём,0.79588
обыграть,2.0
обыкновенно,2.0
обыкновенный,1.522879
обыск,2.0
обычай,1.30103
обычайный,1.69897
обычно,0.585027
обычный,0.552842
обьявляться,2.0
обязанность,0.769551
обязательно,0.958607
обязательность,2.0
обязательный,0.769551
обязательство,0.920819
обязать,0.886057
обязаться,1.09691
обязывать,2.0
обязываться,1.39794
обёртка,1.39794
ова,2.0
овальный,1.69897
овамоповезан,2.0
овассо,2.0
овгз,2.0
овд,2.0
овда,2.0
овейся,2.0
овен,2.0
оверсизый,2.0
оверчук,2.0
овечий,2.0
ови,2.0
овидий,1.69897
ових,2.0
овладение,1.522879
овладеть,1.154902
ово,1.522879
овощ,2.0
овощеводство,2.0
овраг,1.69897
овстянников,2.0
овсянников,1.522879
овца,1.522879
овчаров,2.0
овчиный,2.0
огайо,1.39794
оганесяналексей,1.69897
огарев,2.0
огарков,2.0
огарёв,2.0
огарёвский,2.0
огата,1.69897
огибать,1.69897
огиз,2.0
огласить,1.69897
огласка,1.69897
оглядка,2.0
огнать,1.522879
огневой,1.522879
огнемёт,2.0
огненный,1.69897
огнестрельный,1.39794
огниво,2.0
оговаривать,2.0
оговариваться,1.522879
оговорить,1.522879
оговорка,1.39794
оголосить,2.0
огонь,0.920819
огонёк,2.0
огораживаться,2.0
огород,2.0
огородить,2.0
ограбить,2.0
ограда,1.69897
ограждать,1.69897
ограждение,1.69897
ограничение,0.585027
ограниченный,0.886057
ограничесть,2.0
ограничивать,1.154902
ограничиваться,1.045757
ограничительный,1.69897
ограничить,0.958607
ограничиться,1.69897
огранка,2.0
огрн,2.0
огромный,0.79588
огуза,1.69897
огузов,2.0
огурец,1.69897
огюст,1.69897
ода,1.69897
одговор,2.0
одговорность,2.0
одевать,2.0
одежда,0.823909
одеждегендерный,2.0
одеждойбез,2.0
оденвальда,2.0
оденсе,2.0
одер,2.0
одержать,0.823909
одесса,1.39794
одесский,1.39794
одетый,1.522879
одеяние,1.69897
оджак,1.522879
одзав,2.0
одзавыть,2.0
одзивить,2.0
один,0.130768
одинаково,1.30103
одинаковый,1.0
одиннадцатеричный,2.0
одиннадцатый,2.0
одиннадцать,1.522879
одиночество,1.39794
одиночка,1.221849
одиночный,0.920819
одиссей,2.0
одиссея,1.522879
одиш,1.69897
однажды,1.154902
однако,0.187087
однобайтовый,1.522879
одновременно,0.619789
одновременный,1.154902
однодневный,2.0
однодомность,2.0
однозначно,1.30103
однозначный,2.0
одноимённый,0.958607
одноклассник,1.522879
одноклассный,2.0
одноклеточный,2.0
однокомнатный,1.69897
однокоренной,2.0
однократный,1.522879
однокурсник,2.0
одномандатный,2.0
однопалатный,1.69897
однопартийный,2.0
однополый,1.69897
однопоточный,1.69897
одноранговый,2.0
однорогий,2.0
однородный,2.0
однос,2.0
односить,2.0
односно,2.0
односторонний,1.221849
однотонный,2.0
одночасье,2.0
одноэтажный,2.0
одобрение,1.221849
одобрить,0.769551
одобрять,1.522879
одолеть,2.0
одомашнить,2.0
одраный,2.0
одри,2.0
одряхление,2.0
одушевление,2.0
оже,2.0
ожег,2.0
ожегов,2.0
ожесточённый,1.221849
оживить,2.0
оживлённый,2.0
ожидание,1.221849
ожидать,0.721246
ожидаться,1.045757
ожогин,1.69897
озаботить,1.69897
озабоченность,1.69897
озабочиваться,1.69897
озал,2.0
озарк,2.0
озвучивание,1.69897
озвучивать,1.522879
озвучиваться,2.0
озвучить,1.221849
озвучка,2.0
оздемир,1.69897
оздоровительный,2.0
оздоровление,2.0
озеро,0.79588
озлобить,2.0
озлобление,2.0
ознак,2.0
ознакомиться,2.0
ознакомление,1.522879
ознаменование,1.39794
ознаменовать,1.69897
ознаменоваться,1.39794
ознаменовываться,2.0
означать,0.568636
означенный,2.0
означить,2.0
озодить,2.0
озодлик,2.0
озёрный,2.0
озёры,2.0
оис,2.0
ойл,1.522879
ока,1.522879
оказание,0.920819
оказать,0.958607
оказаться,0.522879
оказывать,0.886057
оказываться,1.09691
окаймить,1.69897
окаменелость,2.0
окаменение,2.0
окамото,1.69897
окато,2.0
окб,2.0
океан,0.69897
океанариум,1.69897
океания,1.154902
океанографический,1.69897
океанолог,2.0
океанология,2.0
океанский,2.0
окина,2.0
оккупант,1.39794
оккупационный,1.39794
оккупация,0.958607
оккупацияукраина,1.69897
оккупировать,0.721246
оклахо,2.0
оклахома,1.522879
оклахомский,2.0
окленд,1.69897
окно,1.221849
оковать,2.0
околеть,2.0
около,0.30103
околоземный,1.522879
оконечность,1.69897
оконечный,2.0
окончание,0.619789
окончательно,0.853872
окончательный,0.958607
окончение,2.0
окончить,0.886057
окончиться,1.522879
окоп,1.69897
окраина,1.30103
окраска,2.0
окрестность,0.823909
окрестный,1.69897
окроян,2.0
округ,0.568636
округлый,1.69897
окружать,1.39794
окружаться,2.0
окружающий,0.823909
окружение,1.045757
окружить,1.221849
окружность,1.39794
окружный,2.0
оксана,1.522879
оксафр,2.0
оксфорд,2.0
оксфордский,1.522879
окт,1.522879
октавиан,2.0
окталнить,2.0
октмый,2.0
октопус,2.0
октябрь,0.167491
октябрьский,1.221849
окутывать,2.0
олафа,1.522879
олдос,2.0
олеария,1.69897
олег,0.920819
олегович,2.0
олейник,2.0
олексин,2.0
олений,2.0
оленина,1.69897
оленовка,1.69897
олень,1.522879
олех,1.69897
оливер,1.30103
оливия,1.522879
оливка,2.0
оливуца,1.69897
оливье,1.522879
олигарх,1.69897
олигофренопедагог,2.0
олимпиада,1.09691
олимпий,2.0
олимпийский,0.69897
олицетворение,2.0
олицетворять,2.0
олланд,2.0
оллина,2.0
оллман,2.0
олма,1.39794
олмос,2.0
олнить,2.0
олово,1.69897
оловянный,2.0
олонец,2.0
олонецкий,2.0
олсный,1.69897
олсон,1.69897
олт,1.522879
олтенийский,2.0
олтенитце,1.69897
олтения,2.0
олтмена,2.0
олыко,2.0
ольберс,2.0
ольвиополь,1.69897
ольга,1.09691
ольденбург,1.69897
ольмек,2.0
ольмековы,2.0
оля,1.69897
омайя,2.0
оман,0.958607
оманей,1.69897
омар,1.69897
омбудсмен,1.69897
омбудсменка,2.0
омдурман,2.0
омег,2.0
омега,2.0
омежес,2.0
омейя,2.0
омейяд,1.69897
омейядский,2.0
омер,1.69897
ометеотль,2.0
омехес,2.0
омидийя,2.0
омовение,2.0
омон,2.0
омотэнаси,2.0
омурано,2.0
омурбеков,2.0
омут,2.0
омывать,2.0
омываться,1.69897
он,0.468521
она,0.431798
оне,2.0
они,0.366532
онидзук,1.69897
оникс,1.69897
онищенко,2.0
онколог,2.0
онлайн,0.356547
онлайновый,1.522879
оно,0.552842
ономастика,2.0
оноре,2.0
онофрио,2.0
онслоу,2.0
онт,2.0
онтарио,1.69897
онтогенез,2.0
онъ,1.69897
оный,1.522879
оогамия,2.0
оон,0.522879
оонгосударство,2.0
ооо,1.39794
ооп,1.69897
ооцит,2.0
опальный,2.0
опанасенко,2.0
опарин,2.0
опарыш,2.0
опасаться,1.221849
опасение,1.0
опасно,1.522879
опасность,1.045757
опасный,1.09691
опг,2.0
опек,1.69897
опека,1.522879
опекушина,2.0
опенинга,2.0
опера,1.045757
операнад,2.0
операнд,1.30103
операнди,2.0
операндить,2.0
оперативно,1.39794
оперативногий,2.0
оперативный,1.0
оператор,0.823909
оператори,2.0
операторить,2.0
операторный,2.0
операционный,0.886057
операция,0.468521
опергруппа,2.0
опередить,1.30103
опережать,1.154902
оперение,2.0
опереться,2.0
оперировать,1.221849
оперний,2.0
оперный,1.154902
опзж,2.0
опик,1.69897
опираться,1.0
опис,2.0
описание,0.031517
описао,2.0
описатель,1.522879
описать,0.853872
описный,1.69897
описывать,0.721246
описываться,0.958607
опись,1.522879
опиум,2.0
опиумный,1.522879
опк,2.0
оплата,0.853872
оплатить,1.522879
оплачивать,1.30103
оплачиваться,1.522879
оплодотворить,2.0
оплодотворяться,2.0
оплот,1.522879
оповестить,2.0
оповещаться,2.0
оповещение,1.522879
оподаткуванний,2.0
опоздание,2.0
опоздать,2.0
опознавательный,1.69897
опознать,2.0
оползень,1.69897
ополчение,1.30103
опора,1.39794
опорный,1.30103
опосредованно,2.0
опоясывать,2.0
опплинджер,2.0
оппозиционер,2.0
оппозиционный,1.0
оппозиция,0.744727
оппонент,2.0
оппортунист,2.0
оппортунистический,2.0
опра,2.0
оправдательный,2.0
оправдать,1.221849
оправдаться,1.522879
оправдывать,1.30103
оправдываться,2.0
оправиться,2.0
опреда,2.0
определение,0.638272
определить,0.552842
определиться,1.221849
определять,0.552842
определяться,0.721246
определённо,1.69897
определённый,0.508638
опричь,1.69897
опровергнуть,1.69897
опрокидывание,1.69897
опрокинуть,2.0
опрос,1.221849
опросить,2.0
опротестовать,2.0
опсег,2.0
оптимальный,1.154902
оптимизатор,1.69897
оптимизация,1.30103
оптимизировать,2.0
оптимизм,1.69897
оптимизовать,2.0
оптимист,2.0
оптимистично,2.0
оптимистичный,2.0
оптически,2.0
оптический,1.522879
оптовый,1.522879
оптолин,2.0
опубликование,1.522879
опубликовать,0.49485
опускание,2.0
опускать,2.0
опускаться,1.522879
опустить,1.522879
опуститься,1.69897
опустошать,2.0
опустошить,1.522879
опцион,2.0
опция,1.39794
општ,2.0
општина,1.69897
опыт,0.958607
опытность,1.69897
опытный,0.408935
опьянение,2.0
орангутан,2.0
оранжевый,1.221849
оратор,2.0
орашие,1.69897
орбакать,2.0
орбан,1.69897
орбита,1.045757
орбитальный,1.69897
орган,0.508638
организатор,0.958607
организационно,1.522879
организационный,1.39794
организация,0.017729
организм,1.522879
организовать,0.537602
организоваться,1.69897
организовывать,1.09691
органик,2.0
органический,1.09691
органичный,2.0
органъ,1.69897
оргкомитет,2.0
орда,1.39794
орден,0.744727
ордер,1.522879
ордин,1.69897
ординар,1.69897
ординарец,1.69897
ордоньес,2.0
ордынский,2.0
орегон,1.522879
орелъ,1.69897
оренбургский,1.69897
ореозил,2.0
орест,1.69897
ореструп,2.0
ореус,1.69897
орех,2.0
орехов,1.69897
орешкин,2.0
орианда,1.69897
орига,2.0
оригинал,0.267606
оригиналнить,2.0
оригинальный,0.721246
ориентация,1.30103
ориентир,1.39794
ориентировать,0.886057
ориентироваться,1.522879
орикс,2.0
орильон,2.0
орисс,1.69897
ориэль,2.0
оркестр,1.045757
оркнейский,1.69897
орлан,2.0
орландо,2.0
орлеан,2.0
орлеанист,2.0
орлеанский,2.0
орлиновский,2.0
орлиный,2.0
орлов,1.0
орловачский,1.69897
орловка,2.0
ормонд,1.69897
орнамент,1.39794
оровилл,1.69897
оровилле,1.69897
оровилльский,2.0
оромина,2.0
оромия,1.522879
орошаемый,2.0
орошение,2.0
орсискрытый,2.0
орсить,2.0
орсифильм,1.69897
орский,1.69897
орт,1.69897
ортенау,2.0
ортман,1.69897
ортокорибантий,2.0
ортопедический,2.0
ортый,2.0
орудие,1.045757
орудийный,2.0
оружейный,1.522879
оружие,0.638272
орфизм,2.0
орфографический,1.522879
орхан,2.0
орхидея,1.69897
оршанский,2.0
орь,2.0
орёл,1.045757
осада,0.886057
осадить,1.154902
осадка,2.0
осадки,1.39794
осадный,1.30103
осадчаять,2.0
осадчего,2.0
осаждать,1.39794
осама,2.0
осборн,1.69897
осв,2.0
осваивать,2.0
осведомить,2.0
осведомый,2.0
осветление,2.0
осветлить,2.0
освещать,2.0
освещение,1.522879
освободительный,1.09691
освободить,0.585027
освободиться,1.522879
освобождать,1.09691
освобождаться,1.69897
освобождение,0.60206
освоение,1.30103
освоить,1.39794
освоиться,2.0
освятить,1.30103
осевой,2.0
оседать,2.0
оседлать,1.69897
оседлость,2.0
оседлый,2.0
осеевский,2.0
осейджи,2.0
осенить,1.69897
осенко,2.0
осенний,1.69897
осень,1.09691
осесть,1.522879
осетин,1.69897
осетинский,2.0
осетия,0.920819
осечкин,2.0
осигурали,2.0
осий,2.0
осим,2.0
осинькина,1.69897
осип,1.69897
осипенко,2.0
осипов,0.886057
оск,2.0
оскар,0.769551
оскароносный,2.0
оскорбительный,1.39794
оскорбление,1.09691
ослабелый,2.0
ослабеть,2.0
ослабить,1.30103
ослабление,1.221849
ослаблять,1.39794
ослабнуть,1.30103
осло,1.39794
осложнение,1.69897
осложнить,2.0
осложниться,2.0
осм,2.0
осман,1.221849
османизм,2.0
османо,1.39794
османогла,2.0
османский,0.769551
османско,2.0
осмаци,1.69897
осмеливаться,2.0
осмистокл,1.69897
осмотр,2.0
осмотреть,1.39794
осмотреться,2.0
осмотрительно,2.0
осмысление,2.0
осмысленность,1.522879
оснабрюки,1.69897
оснастить,1.69897
оснастка,2.0
оснащать,2.0
оснащение,1.30103
оснащённость,1.69897
основа,0.337242
основание,0.366532
основатель,0.677781
основательно,2.0
основательность,1.69897
основательный,2.0
основать,0.251812
основина,1.69897
основний,2.0
основное,0.522879
основной,0.356547
основный,0.180456
основополагающий,1.30103
основоположник,1.154902
основывать,1.522879
основываться,1.045757
осоавиахим,2.0
особа,1.522879
особенно,0.60206
особенность,0.481486
особенный,1.69897
особиня,2.0
особняк,1.30103
особняком,2.0
особо,1.0
особый,0.468521
особь,1.69897
осовца,2.0
осознавать,1.69897
осознаваться,2.0
осознание,1.69897
осознанный,2.0
осознать,1.221849
осоматлить,2.0
оспаривать,1.69897
оспариваться,1.522879
ост,1.30103
оставаться,0.376751
остави,2.0
оставить,0.769551
оставка,2.0
оставление,1.69897
оставлять,1.09691
остала,2.0
осталих,2.0
остальной,0.508638
остан,1.522879
останавливать,1.69897
останавливаться,1.69897
останки,1.69897
останкино,1.69897
останкинский,1.69897
останов,2.0
остановить,1.154902
остановиться,1.154902
остановка,1.30103
остап,1.69897
остапович,2.0
остаток,1.045757
остаточный,1.69897
остать,1.69897
остаться,0.49485
осташева,1.69897
оствальда,2.0
осторожно,1.522879
осторожность,1.39794
осторожный,1.522879
остоя,2.0
острвать,2.0
остриё,1.522879
остро,1.69897
остров,0.408935
островангл,2.0
островной,1.522879
островок,2.0
островский,1.522879
острог,1.69897
остросюжетный,2.0
острота,2.0
острый,1.09691
осудить,0.958607
осуждать,2.0
осуждаться,2.0
осуждение,1.522879
осуна,2.0
осуществимый,2.0
осуществить,1.0
осуществление,1.0
осуществлять,0.853872
осуществляться,0.657577
ось,1.39794
осязаемый,2.0
от,1.522879
отаку,2.0
отар,2.0
отбивать,2.0
отбить,1.39794
отбиться,1.69897
отбор,1.69897
отброс,2.0
отбросить,1.69897
отбыть,1.522879
отв,1.045757
отважность,1.69897
отважный,1.69897
отвергать,1.522879
отвергаться,1.69897
отвергнуть,1.30103
отвернуться,2.0
отверстие,2.0
отвести,1.39794
ответ,0.657577
ответвление,1.221849
ответить,0.958607
ответка,2.0
ответный,1.39794
ответственно,2.0
ответственность,0.017729
ответственный,0.853872
отвечать,0.744727
отвечатьпоказать,2.0
отвлекать,1.39794
отвлечение,1.69897
отвлечь,1.39794
отводить,2.0
отводиться,2.0
отвоевать,1.69897
отворачиваться,2.0
отворить,2.0
отвратительный,1.522879
отвязывать,1.522879
отговорить,1.69897
отгрузка,2.0
отд,1.69897
отдавать,1.30103
отдаваться,1.522879
отдалить,1.522879
отдалиться,2.0
отдалять,2.0
отдаляться,2.0
отдание,1.69897
отдать,0.958607
отдача,2.0
отдел,1.221849
отделать,2.0
отделение,0.744727
отделить,1.09691
отделиться,1.69897
отдельно,1.0
отдельность,1.69897
отдельный,0.026872
отделять,1.39794
отделяться,1.69897
отдых,1.09691
отдыхать,2.0
отель,1.09691
отельер,2.0
отец,0.69897
отечественный,0.721246
отечество,1.522879
отживший,2.0
отжимание,2.0
отзовал,2.0
отзыв,1.30103
отзывать,2.0
отзываться,2.0
отзывный,2.0
отзывчивый,2.0
оти,2.0
отказ,0.013228
отказать,1.221849
отказаться,0.744727
отказывать,2.0
отказываться,1.045757
откат,1.39794
откладывать,1.522879
откладываться,1.39794
отклик,1.39794
откликнуться,2.0
отклонение,1.522879
отклоненияй,1.69897
отклонить,1.30103
отклониться,2.0
отклонять,2.0
отключать,2.0
отключение,1.522879
отключить,1.154902
отключиться,2.0
отключёнвопрос,2.0
отколоться,1.69897
откос,1.69897
откреститься,2.0
откровенно,1.30103
откровенность,1.69897
откровенный,1.522879
открывать,1.0
открываться,1.522879
открытие,0.552842
открытка,1.30103
открыто,0.920819
открытость,1.39794
открытый,0.443697
открыть,0.468521
открыться,0.69897
откуда,1.221849
отлавливать,1.522879
отлагательство,2.0
отладить,2.0
отладка,2.0
отладочный,2.0
отладчик,2.0
отливаться,2.0
отличать,1.69897
отличаться,0.30103
отличие,0.60206
отличимый,2.0
